date;India;US;Canada;Germany;Australia;Singapore
2020-01-22;0;1;0;0;0;0
2020-01-23;0;1;2;0;0;1
2020-01-24;0;2;3;0;0;3
2020-01-25;0;2;3;0;0;3
2020-01-26;0;5;3;0;4;4
2020-01-27;0;5;3;1;5;5
2020-01-28;0;5;4;4;5;7
2020-01-29;0;6;4;4;6;7
2020-01-30;1;6;4;4;9;10
2020-01-31;1;8;4;5;9;13
2020-02-01;1;8;4;8;12;16
2020-02-02;2;8;4;10;12;18
2020-02-03;3;11;4;12;12;18
2020-02-04;3;11;5;12;13;24
2020-02-05;3;11;6;12;13;28
2020-02-06;3;12;6;12;14;28
2020-02-07;3;12;8;13;15;30
2020-02-08;3;12;8;13;15;33
2020-02-09;3;12;8;14;15;40
2020-02-10;3;12;9;14;15;45
2020-02-11;3;13;9;16;15;47
2020-02-12;3;13;9;16;15;50
2020-02-13;3;14;9;16;15;58
2020-02-14;3;14;9;16;15;67
2020-02-15;3;14;9;16;15;72
2020-02-16;3;14;9;16;15;75
2020-02-17;3;14;10;16;15;77
2020-02-18;3;14;10;16;15;81
2020-02-19;3;14;10;16;15;84
2020-02-20;3;14;11;16;15;84
2020-02-21;3;16;13;16;15;85
2020-02-22;3;16;14;16;15;85
2020-02-23;3;16;15;16;15;89
2020-02-24;3;16;16;16;15;89
2020-02-25;3;16;19;16;15;91
2020-02-26;3;16;20;21;15;93
2020-02-27;3;17;22;26;15;93
2020-02-28;3;17;28;53;15;93
2020-02-29;3;25;33;66;25;102
2020-03-01;3;32;38;117;27;106
2020-03-02;5;55;45;150;30;108
2020-03-03;5;74;51;188;39;110
2020-03-04;28;107;59;240;52;110
2020-03-05;30;184;71;349;55;117
2020-03-06;31;237;90;534;60;130
2020-03-07;34;403;98;684;63;138
2020-03-08;39;519;120;847;76;150
2020-03-09;43;594;144;1112;91;150
2020-03-10;56;782;165;1296;107;160
2020-03-11;62;1147;228;1567;128;178
2020-03-12;73;1586;289;2369;128;178
2020-03-13;82;2219;386;3062;200;200
2020-03-14;102;2978;453;3795;250;212
2020-03-15;113;3212;549;4838;297;226
2020-03-16;119;4679;700;6012;377;243
2020-03-17;142;6512;854;7156;452;266
2020-03-18;156;9169;1097;8198;568;313
2020-03-19;194;13663;1349;10999;681;345
2020-03-20;244;20030;1692;13957;791;385
2020-03-21;330;26025;2195;16662;1071;432
2020-03-22;396;34944;2652;18610;1549;455
2020-03-23;499;46096;3298;22672;1682;509
2020-03-24;536;56714;3997;27436;2044;558
2020-03-25;657;68841;4570;31554;2364;631
2020-03-26;727;86662;5511;36508;2810;683
2020-03-27;887;105253;6380;42288;3143;732
2020-03-28;987;127417;7310;48582;3640;802
2020-03-29;1024;143544;8246;52547;3984;844
2020-03-30;1251;165698;9478;57298;4361;879
2020-03-31;1397;192079;10711;61913;4559;926
2020-04-01;1998;223254;12023;67366;4862;1000
2020-04-02;2543;255530;13742;73522;5116;1049
2020-04-03;2567;287931;15074;79696;5330;1114
2020-04-04;3082;319776;16410;85778;5550;1189
2020-04-05;3588;349016;17599;91714;5687;1309
2020-04-06;4778;380798;19100;95391;5797;1375
2020-04-07;5311;410834;20488;99225;5895;1481
2020-04-08;5916;441897;21724;103228;6010;1623
2020-04-09;6725;477507;23104;108202;6108;1910
2020-04-10;7598;511790;24248;113525;6215;2108
2020-04-11;8446;540714;25624;117658;6303;2299
2020-04-12;9205;567022;26966;120479;6315;2532
2020-04-13;10453;594165;28763;123016;6351;2918
2020-04-14;11487;622493;30452;125098;6415;3252
2020-04-15;12322;648390;32199;127584;6440;3699
2020-04-16;13430;678028;33965;130450;6462;4427
2020-04-17;14352;711135;36091;133830;6522;5050
2020-04-18;15722;738464;37617;137439;6568;5992
2020-04-19;17615;763886;39317;139897;6610;6588
2020-04-20;18539;793970;41029;141672;6623;8014
2020-04-21;20080;820045;42619;143457;6645;9125
2020-04-22;21370;849926;44465;145694;6652;10141
2020-04-23;23077;881891;46274;148046;6662;11178
2020-04-24;24530;913856;47914;150383;6677;12075
2020-04-25;26283;944770;49496;152438;6694;12693
2020-04-26;27890;970741;50707;154175;6714;13624
2020-04-27;29451;995391;52363;155193;6721;14423
2020-04-28;31324;1019964;53886;156337;6744;14951
2020-04-29;33062;1046816;55575;157641;6752;15641
2020-04-30;34863;1076518;57214;159119;6766;16169
2020-05-01;37257;1111410;59025;160758;6778;17101
2020-05-02;39699;1138174;60381;161703;6799;17548
2020-05-03;42505;1161907;61640;162496;6822;18205
2020-05-04;46437;1185709;63016;163175;6847;18778
2020-05-05;49400;1209729;64411;163860;6875;19410
2020-05-06;52987;1234211;65927;164807;6894;20198
2020-05-07;56351;1261950;67198;166091;6913;20939
2020-05-08;59695;1289133;68398;167300;6918;21707
2020-05-09;62808;1313587;69544;168551;6939;22460
2020-05-10;67161;1332334;70582;169218;6948;23336
2020-05-11;70768;1351411;71606;169575;6970;23822
2020-05-12;74292;1374792;72723;170508;6980;24671
2020-05-13;78055;1394807;73950;171306;6989;25346
2020-05-14;81997;1420697;75060;172239;7019;26098
2020-05-15;85784;1445548;76331;173152;7035;26891
2020-05-16;90648;1469598;77486;173772;7044;27356
2020-05-17;95698;1488327;78694;174355;7054;28038
2020-05-18;100328;1510635;79780;174697;7068;28343
2020-05-19;106475;1531138;80782;175210;7072;28794
2020-05-20;112028;1553966;82038;176007;7081;29364
2020-05-21;118226;1579118;83153;176752;7095;29812
2020-05-22;124794;1602947;84243;177212;7099;30426
2020-05-23;131423;1623136;85150;177850;7114;31068
2020-05-24;138536;1643310;86103;178281;7114;31616
2020-05-25;144950;1662404;87067;178570;7126;31960
2020-05-26;150793;1681130;87834;179002;7139;32343
2020-05-27;158086;1699893;88719;179364;7150;32876
2020-05-28;165386;1721160;89506;179717;7165;33249
2020-05-29;173491;1746242;90575;180458;7184;33860
2020-05-30;181827;1769322;91337;181196;7192;34366
2020-05-31;190609;1788241;92067;181482;7202;34884
2020-06-01;198370;1806081;92863;181815;7221;35292
2020-06-02;207191;1826171;93490;182028;7229;35836
2020-06-03;216824;1845327;94172;182370;7240;36405
2020-06-04;226713;1873261;94754;182764;7247;36922
2020-06-05;236184;1899701;95281;183271;7252;37183
2020-06-06;246622;1919970;95805;183678;7259;37527
2020-06-07;257486;1937796;96217;183979;7265;37910
2020-06-08;265928;1954696;96668;184193;7267;38296
2020-06-09;276146;1975017;97102;184543;7274;38514
2020-06-10;286605;1996735;97592;184861;7285;38965
2020-06-11;297535;2019013;98004;185416;7289;39387
2020-06-12;308993;2044571;98465;185674;7294;39850
2020-06-13;320922;2068728;98806;186022;7320;40197
2020-06-14;332424;2087629;99108;186269;7335;40604
2020-06-15;343091;2108628;99485;186461;7347;40818
2020-06-16;354065;2133177;99844;186839;7370;40969
2020-06-17;366946;2160227;100232;187184;7391;41216
2020-06-18;380532;2188454;100638;187764;7409;41473
2020-06-19;395048;2219508;101026;188534;7411;41615
2020-06-20;410451;2251334;101341;189135;7461;41833
2020-06-21;425282;2277170;101649;189822;7474;42095
2020-06-22;440215;2306971;102004;190359;7492;42313
2020-06-23;456183;2345700;102322;190862;7521;42432
2020-06-24;473105;2381951;102642;191449;7558;42623
2020-06-25;490401;2421250;102936;192079;7595;42736
2020-06-26;508953;2470296;103263;192556;7601;42955
2020-06-27;528859;2511050;103665;193243;7686;43246
2020-06-28;548318;2553975;103978;193499;7764;43459
2020-06-29;566840;2595272;104274;193761;7834;43661
2020-06-30;585481;2645097;104608;194259;7920;43907
2020-07-01;604641;2694220;104830;194725;8001;44122
2020-07-02;625544;2749163;105179;195228;8066;44310
2020-07-03;648315;2800668;105497;195674;8260;44479
2020-07-04;673165;2846614;105725;196096;8443;44664
2020-07-05;697413;2900342;105882;196335;8583;44800
2020-07-06;719664;2943508;106234;196554;8755;44983
2020-07-07;742417;3000739;106547;196944;8886;45140
2020-07-08;767296;3061045;106868;197341;9056;45298
2020-07-09;793802;3120701;107202;197783;9374;45423
2020-07-10;820916;3189561;107550;198178;9553;45614
2020-07-11;849522;3250000;107790;198556;9797;45783
2020-07-12;878254;3310132;108004;198804;9980;45961
2020-07-13;906752;3369496;108546;198963;10251;46283
2020-07-14;936181;3435158;108972;199375;10487;46630
2020-07-15;968857;3501184;109378;199726;10810;46878
2020-07-16;1003832;3571998;109860;200260;11233;47126
2020-07-17;1039084;3638470;110389;200843;11441;47453
2020-07-18;1077781;3702792;110773;201372;11802;47655
2020-07-19;1118206;3761724;111026;201574;12069;47912
2020-07-20;1155338;3822387;111821;201823;12428;48035
2020-07-21;1193078;3890581;112281;202345;12894;48434
2020-07-22;1238798;3958126;112663;202799;13302;48744
2020-07-23;1288108;4026012;113399;203368;13595;49098
2020-07-24;1337024;4101159;113836;204183;13950;49375
2020-07-25;1385635;4165359;114172;204964;14403;49888
2020-07-26;1435616;4221198;114479;205269;14935;50369
2020-07-27;1480073;4280922;115110;205609;15303;50838
2020-07-28;1531669;4345753;115487;206242;15582;51197
2020-07-29;1581963;4409882;115988;206926;16298;51531
2020-07-30;1634746;4479123;116434;207828;16903;51809
2020-07-31;1695988;4543699;116886;208698;17280;52205
2020-08-01;1750723;4601277;117140;209653;17895;52512
2020-08-02;1803695;4648386;117324;209893;18318;52825
2020-08-03;1855745;4690070;117591;210402;18730;53051
2020-08-04;1908254;4751727;118280;211281;19445;53346
2020-08-05;1964536;4806075;118638;212022;19890;54254
2020-08-06;2027074;4866254;118971;213067;20272;54555
2020-08-07;2088611;4926841;119413;214214;20698;54797
2020-08-08;2153010;4990774;119652;215336;21084;54929
2020-08-09;2215074;5045041;119875;215891;21397;55104
2020-08-10;2268675;5096658;120458;216327;21713;55292
2020-08-11;2329638;5153612;120820;217293;22127;55353
2020-08-12;2396637;5208856;121153;218519;22358;55395
2020-08-13;2461190;5260512;121647;219964;22742;55497
2020-08-14;2525922;5330637;122059;221413;23035;55580
2020-08-15;2589952;5383031;122269;222828;23287;55661
2020-08-16;2647663;5417693;122444;223453;23558;55747
2020-08-17;2702681;5455542;122648;224014;23773;55838
2020-08-18;2767253;5500444;123551;225404;23989;55938
2020-08-19;2836925;5546328;123906;226914;24236;56031
2020-08-20;2905825;5591456;124152;228621;24407;56099
2020-08-21;2975701;5639047;124857;230048;24602;56216
2020-08-22;3044940;5684719;125060;232082;24811;56266
2020-08-23;3106348;5716630;125323;232864;24915;56353
2020-08-24;3167323;5750553;126064;233575;25053;56404
2020-08-25;3224547;5793226;126435;234853;25204;56435
2020-08-26;3310234;5835299;126919;236429;25322;56495
2020-08-27;3387500;5885817;127394;237936;25448;56572
2020-08-28;3463972;5932287;127956;239507;25547;56666
2020-08-29;3542733;5975390;128283;240986;25670;56717
2020-08-30;3621245;6009521;128561;241771;25746;56771
2020-08-31;3691166;6042883;129594;242381;25819;56812
2020-09-01;3769523;6084862;130131;243599;25923;56852
2020-09-02;3853406;6124823;130698;244855;26049;56860
2020-09-03;3936747;6169964;131350;246166;26136;56908
2020-09-04;4023179;6218298;131988;247619;26207;56948
2020-09-05;4113811;6261921;132368;248997;26278;56982
2020-09-06;4204613;6291040;132799;249985;26321;57022
2020-09-07;4280422;6315603;133216;250799;26373;57044
2020-09-08;4370128;6342347;134694;252298;26465;57091
2020-09-09;4465863;6375987;135200;253474;26524;57166
2020-09-10;4562414;6415435;136182;255366;26564;57229
2020-09-11;4659984;6460058;136997;256850;26607;57315
2020-09-12;4754356;6505641;137636;258480;26651;57357
2020-09-13;4846427;6545932;138212;259428;26692;57406
2020-09-14;4930236;6578496;139541;260355;26739;57454
2020-09-15;5020359;6615674;140471;261762;26778;57488
2020-09-16;5118253;6653966;141475;263663;26813;57514
2020-09-17;5214677;6699284;142590;265857;26861;57532
2020-09-18;5308014;6749468;143871;267773;26885;57543
2020-09-19;5400619;6795246;144837;270070;26898;57558
2020-09-20;5487580;6836856;145771;271415;26912;57576
2020-09-21;5562663;6868899;147451;272337;26942;57606
2020-09-22;5646010;6907170;148664;274158;26972;57627
2020-09-23;5732518;6948290;150089;275927;26980;57639
2020-09-24;5818570;6997173;151519;278070;27000;57654
2020-09-25;5903932;7044309;153313;280223;27016;57665
2020-09-26;5992532;7087856;154946;282730;27040;57685
2020-09-27;6074702;7121635;156404;284140;27044;57700
2020-09-28;6145291;7159375;158607;285332;27055;57715
2020-09-29;6225763;7201407;160539;287421;27078;57742
2020-09-30;6312584;7240039;162560;289219;27096;57765
2020-10-01;6394068;7286282;164444;291722;27109;57784
2020-10-02;6473544;7339725;166611;294395;27121;57794
2020-10-03;6549373;7389006;168372;296958;27135;57800
2020-10-04;6623815;7422136;170033;299237;27148;57812
2020-10-05;6685082;7459493;172452;300619;27173;57819
2020-10-06;6757131;7504039;174611;303258;27181;57830
2020-10-07;6835655;7553176;176719;306086;27206;57840
2020-10-08;6906151;7611066;179121;310144;27226;57849
2020-10-09;6979423;7666145;181576;314660;27244;57859
2020-10-10;7053806;7721512;183330;319381;27263;57866
2020-10-11;7120538;7768412;185227;322864;27285;57876
2020-10-12;7175880;7810492;186752;325331;27310;57880
2020-10-13;7239389;7860615;190222;329453;27337;57884
2020-10-14;7307097;7919057;192761;334585;27357;57889
2020-10-15;7370468;7982595;195254;341223;27371;57892
2020-10-16;7432680;8052769;197694;348557;27378;57901
2020-10-17;7494551;8107601;199477;356387;27390;57904
2020-10-18;7550273;8159771;201410;361974;27399;57911
2020-10-19;7597063;8227653;204551;366299;27405;57915
2020-10-20;7651107;8289390;207028;373167;27443;57921
2020-10-21;7706946;8350096;209687;380762;27458;57933
2020-10-22;7761312;8429717;212235;392049;27476;57941
2020-10-23;7814682;8511376;215340;403291;27495;57951
2020-10-24;7864811;8589751;217354;418005;27513;57965
2020-10-25;7909959;8650726;219284;429181;27525;57970
2020-10-26;7946429;8715290;223514;437866;27539;57973
2020-10-27;7990322;8792513;226263;449275;27553;57980
2020-10-28;8040203;8878990;229139;464239;27565;57987
2020-10-29;8088851;8970283;232095;481013;27579;57994
2020-10-30;8137119;9070130;235522;499694;27585;58003
2020-10-31;8184082;9157473;237844;518753;27595;58015
2020-11-01;8229313;9235303;240361;532930;27601;58019
2020-11-02;8267623;9317109;243665;545027;27610;58020
2020-11-03;8313876;9441875;248386;560379;27622;58029
2020-11-04;8364086;9542136;251245;577593;27630;58036
2020-11-05;8411724;9670217;255285;597583;27644;58043
2020-11-06;8462080;9797272;260094;619089;27652;58047
2020-11-07;8507754;9924336;264324;642488;27658;58054
2020-11-08;8553657;10044009;268276;658505;27665;58056
2020-11-09;8591730;10160964;273167;671868;27669;58064
2020-11-10;8636011;10297518;277808;687200;27671;58073
2020-11-11;8683916;10445200;281928;705687;27675;58091
2020-11-12;8728795;10603995;287419;727553;27676;58102
2020-11-13;8773479;10783514;292283;751095;27682;58114
2020-11-14;8814579;10947564;296568;773556;27711;58116
2020-11-15;8845127;11087279;300673;790503;27749;58119
2020-11-16;8874290;11240367;306491;801327;27758;58124
2020-11-17;8912907;11405015;310914;815746;27777;58130
2020-11-18;8958483;11576984;315628;833307;27785;58135
2020-11-19;9004365;11769284;320643;855916;27792;58139
2020-11-20;9050597;11970952;325716;879564;27806;58143
2020-11-21;9095806;12150771;330545;902528;27821;58148
2020-11-22;9139865;12297358;335179;918269;27834;58160
2020-11-23;9177840;12478869;341951;929133;27843;58165
2020-11-24;9222216;12652431;347381;942687;27853;58183
2020-11-25;9266705;12832643;353026;961320;27865;58190
2020-11-26;9309787;12949892;358888;983588;27873;58195
2020-11-27;9351109;13164526;364757;1006394;27886;58199
2020-11-28;9392919;13332750;370341;1028089;27892;58205
2020-11-29;9431691;13473101;375794;1042700;27902;58213
2020-11-30;9462809;13628015;383468;1053869;27912;58218
2020-12-01;9499413;13825131;389268;1067473;27923;58228
2020-12-02;9534964;14021291;395636;1084743;27939;58230
2020-12-03;9571559;14241510;402165;1106789;27949;58239
2020-12-04;9608211;14476879;408988;1130238;27956;58242
2020-12-05;9644222;14698887;415171;1153556;27965;58255
2020-12-06;9677203;14878212;421102;1171323;27972;58260
2020-12-07;9703770;15073671;428917;1183655;27987;58273
2020-12-08;9735850;15300726;435178;1197709;27993;58285
2020-12-09;9767371;15516732;441542;1218524;28000;58291
2020-12-10;9796744;15753677;448106;1242203;28011;58297
2020-12-11;9826775;15992578;455124;1272078;28025;58305
2020-12-12;9857029;16217115;461299;1300516;28030;58313
2020-12-13;9884100;16408708;467291;1320716;28037;58320
2020-12-14;9906165;16618531;475836;1337078;28048;58325
2020-12-15;9932547;16844844;482187;1351510;28060;58341
2020-12-16;9956557;17079647;489005;1379238;28072;58353
2020-12-17;9979447;17319893;496390;1406161;28093;58377
2020-12-18;10004599;17567839;503584;1439938;28126;58386
2020-12-19;10031223;17773691;509757;1471238;28168;58403
2020-12-20;10055560;17960885;515826;1494009;28198;58422
2020-12-21;10075116;18157739;523454;1510652;28219;58432
2020-12-22;10099066;18363670;529978;1530180;28237;58461
2020-12-23;10123778;18585107;536667;1554920;28262;58482
2020-12-24;10146845;18798055;543020;1587115;28274;58495
2020-12-25;10169118;18925234;548944;1612648;28297;58509
2020-12-26;10187850;19142672;554321;1627103;28308;58519
2020-12-27;10207871;19278635;559865;1640858;28337;58524
2020-12-28;10224303;19451935;566135;1651834;28349;58529
2020-12-29;10244852;19657909;575540;1664726;28381;58542
2020-12-30;10266674;19876203;583254;1687185;28405;58569
2020-12-31;10286709;20191291;590249;1719737;28425;58599
2021-01-01;10305788;20370188;596582;1742661;28460;58629
2021-01-02;10323965;20642467;602396;1755351;28484;58662
2021-01-03;10340469;20845869;612021;1765666;28504;58697
2021-01-04;10356844;21031371;621738;1775513;28517;58721
2021-01-05;10374932;21264230;629266;1787410;28536;58749
2021-01-06;10395278;21523988;638177;1808647;28546;58780
2021-01-07;10413417;21810231;647408;1835038;28571;58813
2021-01-08;10413417;22114294;656298;1866887;28582;58836
2021-01-09;10450284;22379024;663188;1891581;28595;58865
2021-01-10;10466595;22589866;669592;1908527;28614;58907
2021-01-11;10479179;22793829;677012;1921024;28634;58929
2021-01-12;10495147;23015643;683815;1933826;28650;58946
2021-01-13;10512093;23244975;690906;1953426;28660;58984
2021-01-14;10527683;23480547;697925;1978590;28669;59029
2021-01-15;10542841;23725550;704874;2000958;28689;59059
2021-01-16;10557985;23943240;710675;2019636;28708;59083
2021-01-17;10571773;24119795;715559;2033518;28721;59113
2021-01-18;10581823;24260618;721604;2040659;28731;59127
2021-01-19;10595639;24417505;726920;2052028;28740;59157
2021-01-20;10610883;24604885;732754;2068002;28749;59197
2021-01-21;10625428;24797436;738597;2088400;28755;59235
2021-01-22;10639684;24989204;744265;2106262;28760;59250
2021-01-23;10654533;25167377;748567;2122679;28766;59260
2021-01-24;10667736;25307520;752507;2134936;28777;59308
2021-01-25;10676838;25437119;757859;2141665;28780;59352
2021-01-26;10689527;25588125;762223;2148077;28786;59366
2021-01-27;10701193;25743581;766674;2161275;28794;59391
2021-01-28;10720048;25910340;771318;2178828;28799;59425
2021-01-29;10733130;26074081;776006;2192850;28806;59449
2021-01-30;10746174;26225020;779709;2205171;28811;59507
2021-01-31;10757610;26337877;782912;2216363;28818;59536
2021-02-01;10766245;26463191;786923;2221971;28823;59565
2021-02-02;10777284;26580221;790553;2228085;28829;59584
2021-02-03;10790183;26704591;794154;2237790;28838;59602
2021-02-04;10802591;26829620;798083;2252001;28842;59624
2021-02-05;10814304;26960729;802047;2264909;28848;59649
2021-02-06;10826363;27077586;805018;2275394;28851;59675
2021-02-07;10838194;27167014;807596;2284010;28857;59699
2021-02-08;10847304;27249811;811102;2288545;28860;59721
2021-02-09;10858371;27345192;814050;2291924;28871;59732
2021-02-10;10871294;27440473;817659;2299996;28879;59747
2021-02-11;10880603;27547244;821035;2310233;28887;59759
2021-02-12;10892746;27647824;824345;2320093;28892;59777
2021-02-13;10904940;27738580;826866;2328447;28898;59786
2021-02-14;10916589;27806888;829076;2334561;28900;59800
2021-02-15;10925710;27862336;831044;2338987;28905;59809
2021-02-16;10937320;27921557;835022;2342843;28911;59810
2021-02-17;10950201;27990403;837883;2350399;28912;59821
2021-02-18;10963394;28062983;841333;2360606;28918;59832
2021-02-19;10977387;28138141;844478;2369719;28920;59846
2021-02-20;10991651;28211923;847051;2378883;28926;59858
2021-02-21;11005850;28267188;849459;2386559;28930;59869
2021-02-22;11016434;28322670;853033;2390928;28937;59879
2021-02-23;11030176;28396527;856056;2394811;28939;59883
2021-02-24;11046914;28471552;859115;2402818;28947;59890
2021-02-25;11063491;28548831;862268;2414687;28957;59900
2021-02-26;11079979;28624249;865383;2424684;28965;59913
2021-02-27;11096731;28695537;867885;2434446;28970;59925
2021-02-28;11112241;28747301;870022;2442336;28978;59936
2021-03-01;11124527;28797741;873534;2447068;28986;59948
2021-03-02;11139516;28856159;876588;2451011;28996;59956
2021-03-03;11156923;28923209;879540;2460030;29007;59979
2021-03-04;11173761;28992150;882779;2471942;29021;59998
2021-03-05;11192045;29060028;886094;2482522;29029;60007
2021-03-06;11210799;29121057;888748;2492079;29034;60020
2021-03-07;11229398;29162667;891117;2500182;29046;60033
2021-03-08;11244786;29206757;894883;2505193;29061;60046
2021-03-09;11262707;29262259;897914;2509445;29074;60052
2021-03-10;11285561;29320032;901124;2518591;29090;60062
2021-03-11;11308846;29381820;904562;2532947;29102;60070
2021-03-12;11333728;29444421;908333;2545781;29112;60080
2021-03-13;11359048;29501241;911149;2558455;29117;60088
2021-03-14;11385339;29540515;913552;2569245;29130;60105
2021-03-15;11409831;29591547;917437;2575849;29137;60117
2021-03-16;11438734;29645614;920915;2581329;29154;60128
2021-03-17;11474605;29704888;924545;2594764;29166;60137
2021-03-18;11514331;29767278;928472;2612268;29183;60152
2021-03-19;11555284;29828910;932819;2629750;29192;60167
2021-03-20;11599130;29887777;936138;2645783;29196;60184
2021-03-21;11646081;29923155;939245;2659516;29206;60196
2021-03-22;11686796;29970579;944332;2667225;29211;60208
2021-03-23;11734058;30023437;948376;2674710;29221;60221
2021-03-24;11787534;30111195;953373;2690523;29230;60236
2021-03-25;11846652;30178821;958540;2713180;29239;60253
2021-03-26;11908910;30255191;964151;2734753;29252;60265
2021-03-27;11971624;30319246;968273;2755225;29259;60288
2021-03-28;12039644;30365566;972301;2772401;29276;60300
2021-03-29;12095855;30431438;978910;2782273;29296;60321
2021-03-30;12149335;30493127;984144;2791822;29304;60347
2021-03-31;12221665;30562657;990662;2808873;29322;60381
2021-04-01;12303131;30639513;997016;2833173;29333;60407
2021-04-02;12392260;30713536;1001635;2855061;29341;60450
2021-04-03;12485509;30778416;1007597;2873190;29348;60468
2021-04-04;12589067;30816339;1011978;2885386;29357;60478
2021-04-05;12686049;30883426;1019494;2893883;29365;60495
2021-04-06;12801785;30946252;1030673;2900768;29379;60519
2021-04-07;12928574;31022028;1038829;2910445;29385;60554
2021-04-08;13060542;31102094;1047704;2930852;29390;60575
2021-04-09;13205926;31186847;1056897;2956316;29396;60601
2021-04-10;13358805;31257382;1064862;2980413;29405;60633
2021-04-11;13527717;31304838;1072047;2998268;29419;60653
2021-04-12;13689453;31367021;1082418;3011513;29429;60678
2021-04-13;13873825;31447860;1090614;3022323;29450;60692
2021-04-14;14074564;31523464;1099978;3044016;29469;60719
2021-04-15;14291917;31597446;1109734;3073442;29484;60735
2021-04-16;14526609;31680918;1118002;3099273;29499;60769
2021-04-17;14788003;31736405;1125830;3123077;29519;60808
2021-04-18;15061805;31780231;1133021;3142262;29533;60831
2021-04-19;15320972;31838777;1142625;3153699;29556;60851
2021-04-20;15616130;31901217;1150528;3163308;29576;60865
2021-04-21;15930774;31965563;1158744;3188192;29594;60880
2021-04-22;16263695;32032282;1167777;3217710;29638;60904
2021-04-23;16610481;32095177;1176003;3245253;29653;60943
2021-04-24;16960172;32150148;1183187;3268645;29663;60966
2021-04-25;17313163;32184916;1189788;3287418;29680;61006
2021-04-26;17636186;32227203;1198434;3299325;29717;61051
2021-04-27;17997113;32279484;1205937;3310301;29750;61063
2021-04-28;18376421;32334670;1214206;3332532;29773;61086
2021-04-29;18762976;32393496;1222564;3357268;29798;61121
2021-04-30;19164969;32451598;1230530;3381597;29811;61145
2021-05-01;19557457;32500374;1238296;3400532;29824;61179
2021-05-02;19925517;32530930;1244435;3416822;29838;61218
2021-05-03;20282833;32575552;1252750;3425982;29850;61235
2021-05-04;20664979;32618447;1259651;3433516;29865;61252
2021-05-05;21077410;32664490;1267370;3451550;29884;61268
2021-05-06;21491598;32710669;1275453;3473503;29893;61286
2021-05-07;21892676;32759084;1283199;3491988;29906;61311
2021-05-08;22296081;32794738;1289678;3507673;29922;61331
2021-05-09;22662575;32817608;1295213;3520329;29931;61359
2021-05-10;22992517;32849984;1302154;3527251;29938;61378
2021-05-11;23340938;32885461;1308236;3533376;29946;61403
2021-05-12;23703665;32921612;1314850;3548285;29955;61419
2021-05-13;24046809;32960348;1321202;3565704;29957;61453
2021-05-14;24372907;33002565;1327214;3577040;29964;61505
2021-05-15;24684077;33033322;1332007;3584934;29975;61536
2021-05-16;24965463;33051014;1336276;3593434;29978;61585
2021-05-17;25228996;33076256;1341268;3598846;29983;61613
2021-05-18;25496330;33105171;1345649;3603055;29992;61651
2021-05-19;25772440;33134775;1350639;3614095;29995;61689
2021-05-20;26031991;33164990;1355117;3626393;29999;61730
2021-05-21;26289290;33193815;1359588;3635162;30003;61770
2021-05-22;26530132;33215028;1363020;3642244;30007;61799
2021-05-23;26752447;33228813;1365851;3648958;30019;61824
2021-05-24;26948874;33250684;1368224;3651640;30029;61860
2021-05-25;27157795;33275274;1371721;3653551;30046;61890
2021-05-26;27369093;33299870;1374572;3656177;30063;61916
2021-05-27;27555457;33326711;1377598;3662490;30074;61940
2021-05-28;27729247;33348953;1380542;3669870;30083;61970
2021-05-29;27894800;33362264;1382890;3675296;30096;62003
2021-05-30;28047534;33369618;1384742;3679148;30105;62028
2021-05-31;28175044;33375892;1387091;3681126;30118;62051
2021-06-01;28307832;33396745;1388921;3682911;30124;62069
